Timestamp,Gender,Degree,BusinessMarket,Title,ProgrammingLanguages,BusinessSize,Yoe,YoeBuckets,BusinessFocus,TotalCompensationEgp,BusinessLine,TotalCompensationEgpBuckets,Industries,WorkSetting,Level,IsEgp,CompanyLocation
4/19/2024 13:33:31,Female,Yes,Global,Technical Support,,A Large Enterprise/Multinational Company,0.0,0-1,Product-based company,18000.0,B2B & B2C lines,18-21K,Technology,Office,Junior,Yes,Cairo
4/19/2024 13:40:53,Female,Yes,Regional,DevOps / SRE / Platform,"JPava, C/C++",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,20000.0,B2B & B2C lines,18-21K,"Transportation, Telecommunications, Energy, Manufacturing",Remote/Egypt,Junior,Yes,Cairo
4/19/2024 13:47:52,Male,Yes,Local,Full-stack Engineer,"PHP, JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,3.0,3-5,Product-based company,18000.0,B2B,18-21K,VAS (Value added services),Office,Mid-level,Yes,Cairo
4/19/2024 13:55:35,Male,Yes,Global,Mobile Development Engineer,"JPava, Kotlin",A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,24000.0,B2B & B2C lines,21-25K,"Fintech, Telecommunications",Hybrid,Senior,Yes,Cairo
4/19/2024 14:03:16,Male,Yes,Global,Technical Support,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,23000.0,B2B & B2C lines,21-25K,Telecommunications,Hybrid,Mid-level,Yes,Cairo
4/19/2024 14:08:48,Female,Yes,Local,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,16600.0,B2B,15-18K,"Fintech, Technology, Education, Law",Remote/Egypt,Junior,Yes,Cairo
4/19/2024 14:25:09,Male,Yes,Regional,Data Engineer,Python,A Start-up,2.0,1-3,Software House,14600.0,B2B & B2C lines,12-15K,"Fintech, Healthcare, Technology, Human Resources Services, Law",Hybrid,Junior,Yes,Cairo
4/19/2024 14:28:30,Female,No,Global,Product Owner,,A Large Enterprise/Multinational Company,10.0,10-12,Product-based company,35300.0,B2B,35-40K,"Telecommunications,",Remote/Egypt,Senior,Yes,No site in Egypt
4/19/2024 14:48:19,Female,Yes,Local,Full-stack Engineer,"C#, JavaScript, HTML/CSS",A Start-up,2.0,1-3,Product-based company,16000.0,B2B & B2C lines,15-18K,Healthcare,Hybrid,Junior,Yes,Cairo
4/19/2024 15:06:35,Male,Yes,Regional,Backend Engineer,Go,A Start-up,5.0,5-8,Product-based company,45000.0,B2B,40-50K,Fintech,Remote/Egypt,Team Lead,Yes,Cairo
4/19/2024 15:11:44,Female,Yes,Regional,Data Scientist,Python,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,24000.0,B2B & B2C lines,21-25K,Supply Chain,Hybrid,Mid-level,Yes,Cairo
4/19/2024 15:17:49,Female,Yes,Local,Full-stack Engineer,"JavaScript, Python, C/C++, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,12000.0,B2B & B2C lines,12-15K,,Hybrid,Mid-level,Yes,Cairo
4/19/2024 15:40:56,Female,Yes,Global,Full-stack Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,1.0,1-3,Software House,27782.0,B2B & B2C lines,25-30K,"Fintech, Insurance, Supply Chain, Technology, Human Resources Services",Hybrid,Junior,No,Cairo
4/19/2024 15:45:15,Male,No,Regional,DevOps / SRE / Platform,"PHP, JavaScript, Python, Go, TypeScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,12000.0,B2B,12-15K,Telecommunications,Office,Junior,Yes,Cairo
4/19/2024 16:06:26,Male,Yes,Regional,"R&D Engineer (Computer Vision, NLP, etc.)",Python,A Start-up,4.0,3-5,Product-based company,143700.0,B2C,140-160K,Structure engineering,Hybrid,Senior,No,Cairo
4/19/2024 16:26:35,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript",A Start-up,1.0,1-3,Product-based company,10000.0,B2B,9-12K,Security,Remote/Egypt,Junior,Yes,Cairo
4/19/2024 16:29:09,Male,Yes,Local,Frontend Engineer,"JavaScript, Python, TypeScript, HTML/CSS",A Start-up,1.0,1-3,Software House,7500.0,B2B & B2C lines,6-9K,"Automotive, Technology",Office,Junior,Yes,Mansoura
4/19/2024 16:33:19,Female,Yes,Regional,CRM Developer,,A Large Enterprise/Multinational Company,6.0,5-8,Software House,63540.0,B2B & B2C lines,60-70K,"Fintech, Healthcare, Insurance, Transportation, Telecommunications, Education",Office,Team Lead,No,Cairo
4/19/2024 16:40:23,Female,Yes,Local,Backend Engineer,"PHP, Python",A Start-up,1.0,1-3,Software House,6000.0,B2B,6-9K,,Remote/Egypt,Junior,Yes,Cairo
4/19/2024 17:21:55,Female,Yes,Global,Backend Engineer,JPava,A Large Enterprise/Multinational Company,7.0,5-8,Software House,59500.0,B2B,50-60K,Healthcare,Hybrid,Staff,Yes,Cairo
4/19/2024 17:44:37,Female,No,Regional,Backend Engineer,"JavaScript, TypeScript",A Small and Medium Enterprise,2.0,1-3,Product-based company,28900.0,B2B & B2C lines,25-30K,,Office,Mid-level,Yes,Mansoura
4/19/2024 18:09:10,Female,Yes,Global,Scrum Master,,A Small and Medium Enterprise,4.0,3-5,Product-based company,32000.0,B2B & B2C lines,30-35K,"Healthcare, Insurance",Office,Senior,Yes,Cairo
4/19/2024 18:21:43,Female,Yes,Regional,QA / SDET Engineer,JPava,A Start-up,5.0,5-8,Software House,71850.0,B2B,70-80K,"Fintech, Insurance",Hybrid,Senior,No,Cairo
4/19/2024 18:23:15,Male,Yes,Global,Data Engineer,Python,A Small and Medium Enterprise,3.0,3-5,Product-based company,23950.0,B2B & B2C lines,21-25K,tourism,Hybrid,Junior,No,Cairo
4/19/2024 18:24:08,Female,Yes,Local,UI/UX Designer/Engineer,,A Small and Medium Enterprise,4.0,3-5,Software House,28000.0,B2B,25-30K,"Fintech, Delivery, Technology, Education",Hybrid,Senior,Yes,Cairo
4/19/2024 18:51:38,Male,Yes,Local,Backend Engineer,JPava,A Large Enterprise/Multinational Company,3.0,1-3,Product-based company,28500.0,B2B,25-30K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/19/2024 19:01:24,Female,Yes,Global,Technical Support,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,28000.0,B2B & B2C lines,25-30K,Fintech,Hybrid,Junior,Yes,Cairo
4/19/2024 19:02:09,Male,Yes,Global,Full-stack Engineer,"JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,15000.0,B2B,15-18K,Telecommunications,Office,Junior,Yes,Cairo
4/19/2024 19:11:10,Male,Yes,Regional,Security/Network Engineer,,A Small and Medium Enterprise,1.0,0-1,Product-based company,25000.0,B2C,25-30K,,Hybrid,Junior,Yes,Cairo
4/19/2024 19:34:32,Female,Yes,Regional,Product Owner,,A Small and Medium Enterprise,2.0,1-3,Product-based company,20000.0,B2B & B2C lines,18-21K,Logistics,Hybrid,Mid-level,Yes,Cairo
4/19/2024 19:36:47,Female,Yes,Local,Frontend Engineer,"JavaScript, HTML/CSS",A Small and Medium Enterprise,5.0,5-8,Product-based company,25000.0,B2C,25-30K,Education,Office,Team Lead,Yes,Cairo
4/19/2024 19:46:19,Male,Yes,Regional,"R&D Engineer (Computer Vision, NLP, etc.)",Python,A Start-up,2.0,1-3,Software House,47900.0,B2B,40-50K,Cyber Security,Office,Mid-level,No,No site in Egypt
4/19/2024 20:01:39,Male,Yes,Global,Engineering Manager,,A Large Enterprise/Multinational Company,12.0,12-15,Software House,143000.0,B2B & B2C lines,140-160K,"Fintech, Supply Chain, Telecommunications, Technology",Hybrid,Manager,Yes,Cairo
4/19/2024 20:14:49,Male,Yes,Global,Backend Engineer,"JavaScript, Python, TypeScript",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,89573.0,B2B,80-100K,"Automotive, Telecommunications, Technology, Production",Hybrid,Mid-level,No,Cairo
4/19/2024 20:31:58,Female,Yes,Global,QA / SDET Engineer,"C#, JPava, JavaScript, TypeScript",A Large Enterprise/Multinational Company,3.0,1-3,Software House,28000.0,B2B & B2C lines,25-30K,"Fintech, Healthcare, Insurance, Automotive, Telecommunications, Technology",Remote/Egypt,Mid-level,Yes,Cairo
4/19/2024 20:33:15,Male,Yes,Local,Full-stack Engineer,"C#, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,15000.0,B2C,15-18K,Healthcare,Office,Mid-level,Yes,Alexandria
4/19/2024 20:35:03,Female,Yes,Regional,QA / SDET Engineer,"C#, JPava",A Large Enterprise/Multinational Company,4.0,3-5,Software House,27000.0,B2B,25-30K,Technology,Remote/Egypt,Senior,Yes,Cairo
4/19/2024 20:35:10,Male,No,Regional,Full-stack Engineer,"JavaScript, Go, TypeScript, HTML/CSS",A Start-up,2.0,1-3,Product-based company,28740.0,B2B,25-30K,,Remote/Egypt,Mid-level,Yes,Cairo
4/19/2024 20:52:29,Male,Yes,Global,Security/Network Engineer,,A Large Enterprise/Multinational Company,15.0,15-20,Product-based company,154000.0,B2B,140-160K,,Hybrid,Manager,Yes,Cairo
4/19/2024 21:33:42,Female,Yes,Regional,Backend Engineer,Ruby,A Small and Medium Enterprise,1.0,0-1,Software House,6000.0,B2C,6-9K,,Remote/Egypt,Junior,Yes,Alexandria
4/19/2024 21:43:22,Female,Yes,Global,Full-stack Engineer,"JavaScript, Python, Rust, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,20000.0,B2B,18-21K,"Fintech, Production",Hybrid,Mid-level,Yes,Cairo
4/19/2024 21:58:39,Male,Yes,Global,Backend Engineer,JPava,A Large Enterprise/Multinational Company,5.0,5-8,Software House,32093.0,B2B,30-35K,Technology,Hybrid,Senior,No,Cairo
4/19/2024 21:59:49,Male,Yes,Global,Data Analytics,"Python, T-SQL",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,18750.0,B2B & B2C lines,18-21K,Fintech,Office,Junior,Yes,Cairo
4/19/2024 22:28:03,Male,Yes,Global,Backend Engineer,JPava,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,23000.0,B2B & B2C lines,21-25K,Telecommunications,Hybrid,Junior,Yes,Cairo
4/19/2024 23:06:47,Female,Yes,Global,Embedded Systems Engineer,C/C++,A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,40500.0,B2C,40-50K,Automotive,Hybrid,Mid-level,Yes,Cairo
4/19/2024 23:12:53,Female,Yes,Global,Mobile Development Engineer,"JavaScript, TypeScript",A Large Enterprise/Multinational Company,3.0,3-5,Software House,44500.0,B2B,40-50K,"Telecommunications, Technology",Hybrid,Senior,Yes,Cairo
4/19/2024 23:25:54,Female,Yes,Regional,Backend Engineer,"JPava, JavaScript, Scala",A Small and Medium Enterprise,2.0,1-3,Product-based company,18850.0,B2B,18-21K,"Fintech, Technology",Hybrid,Mid-level,Yes,Alexandria
4/19/2024 23:28:00,Male,Yes,Regional,Backend Engineer,JPava,A Large Enterprise/Multinational Company,1.0,1-3,Software House,14000.0,B2B,12-15K,Fintech,Hybrid,Junior,Yes,Cairo
4/19/2024 23:31:48,Male,Yes,Global,Backend Engineer,"JPava, Python, C/C++",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,95033.6,B2B & B2C lines,80-100K,"Manufacturing,",Remote/Egypt,Senior,No,Cairo
4/19/2024 23:33:37,Male,Yes,Regional,Backend Engineer,JPava,A Large Enterprise/Multinational Company,2.0,1-3,Software House,18950.0,B2B & B2C lines,18-21K,Fintech,Hybrid,Mid-level,Yes,Alexandria
4/19/2024 23:48:58,Female,Yes,Global,Backend Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Start-up,3.0,3-5,Product-based company,22752.5,B2B & B2C lines,21-25K,,Remote/Egypt,Mid-level,No,Tanta
4/20/2024 0:20:56,Male,Yes,Local,Engineering Manager,,A Start-up,6.0,5-8,Product-based company,110000.0,B2B,100-120K,"Fintech, Supply Chain",Hybrid,Staff,Yes,Cairo
4/20/2024 0:35:05,Male,Yes,Regional,Backend Engineer,"PHP, JavaScript, HTML/CSS",A Start-up,1.0,1-3,Software House,13000.0,B2B & B2C lines,12-15K,"Delivery, Agriculture",Office,Junior,Yes,Cairo
4/20/2024 0:42:10,Male,No,Local,Backend Engineer,"JavaScript, Python",A Start-up,2.0,1-3,Product-based company,7000.0,B2B,6-9K,Fintech,Office,Junior,Yes,Alexandria
4/20/2024 1:03:09,Female,Yes,Regional,Backend Engineer,"PHP, JavaScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,29937.5,B2B & B2C lines,25-30K,"Delivery, Production, E-commerce",Hybrid,Mid-level,No,Cairo
4/20/2024 1:25:49,Male,Yes,Local,Full-stack Engineer,"JavaScript, TypeScript",A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,60000.0,B2B & B2C lines,60-70K,Fintech,Office,Mid-level,Yes,Cairo
4/20/2024 2:14:42,Female,No,Global,AI & Automation Engineer,"JPava, JavaScript, Python, TypeScript",A Large Enterprise/Multinational Company,0.0,0-1,Software House,29000.0,B2B,25-30K,,Hybrid,Junior,Yes,Cairo
4/20/2024 2:14:59,Male,Yes,Local,Backend Engineer,JPava,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,21300.0,B2B & B2C lines,21-25K,Telecommunications,Hybrid,Junior,Yes,Cairo
4/20/2024 4:14:49,Female,Yes,Regional,Backend Engineer,JavaScript,A Small and Medium Enterprise,0.0,0-1,Software House,13000.0,B2B,12-15K,,Remote/Egypt,Junior,Yes,Cairo
4/20/2024 4:15:37,Female,Yes,Global,Backend Engineer,C/C++,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,3000.0,B2B & B2C lines,3-6K,Technology,Hybrid,Intern,Yes,Cairo
4/20/2024 4:55:23,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,1.0,0-1,Software House,8000.0,B2B & B2C lines,6-9K,"Delivery, Technology",Remote/Egypt,Junior,Yes,Cairo
4/20/2024 5:05:32,Male,Yes,Regional,DevOps / SRE / Platform,"PHP, JavaScript, Ruby",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,15000.0,B2B,15-18K,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
4/20/2024 5:25:33,Male,Yes,Global,Security/Network Engineer,,A Large Enterprise/Multinational Company,13.0,12-15,Product-based company,81200.0,B2C,80-100K,,Hybrid,Senior Principal,Yes,Cairo
4/20/2024 5:33:00,Male,Yes,Regional,QA / SDET Engineer,,A Large Enterprise/Multinational Company,0.0,0-1,Software House,13000.0,B2B,12-15K,Fintech,Office,Junior,Yes,Cairo
4/20/2024 7:08:08,Female,Yes,Local,Data Engineer,"JPava, Python, Perl, shell",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,29000.0,B2B & B2C lines,25-30K,Fintech,Remote/Egypt,Junior,Yes,Cairo
4/20/2024 8:29:53,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,3.0,3-5,Product-based company,47900.0,B2B & B2C lines,40-50K,"Healthcare, Supply Chain",Hybrid,Mid-level,No,Cairo
4/20/2024 9:07:13,Female,Yes,Global,Technical Support,,A Small and Medium Enterprise,11.0,10-12,Product-based company,96666.0,B2B,80-100K,"Supply Chain, Telecommunications, Technology, Human Resources Services",Hybrid,Manager,Yes,Cairo
4/20/2024 9:20:33,Female,Yes,Global,Technical Support,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,16200.0,B2B & B2C lines,15-18K,Technology,Remote/Egypt,Junior,Yes,Cairo
4/20/2024 9:36:57,Male,Yes,Regional,Mobile Development Engineer,Swift,A Small and Medium Enterprise,3.0,3-5,Software House,17000.0,B2B,15-18K,,Office,Mid-level,Yes,Mansoura
4/20/2024 9:37:38,Male,Yes,Regional,Security/Network Engineer,,A Small and Medium Enterprise,11.0,10-12,Software House,77500.0,B2C,70-80K,Technology,Hybrid,Team Lead,Yes,Cairo
4/20/2024 9:40:42,Female,Yes,Global,QA / SDET Engineer,JPava,A Small and Medium Enterprise,2.0,1-3,Software House,48000.0,B2B,40-50K,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
4/20/2024 9:41:52,Female,Yes,Global,Engineering Manager,,A Large Enterprise/Multinational Company,13.0,12-15,Software House,96400.0,B2C,80-100K,Technology,Hybrid,Manager,Yes,Cairo
4/20/2024 9:46:25,Male,Yes,Regional,Security/Network Engineer,,A Large Enterprise/Multinational Company,5.0,5-8,Software House,71400.0,B2C,70-80K,Technology,Hybrid,Senior,Yes,Cairo
4/20/2024 9:51:03,Female,Yes,Regional,Engineering Manager,,A Small and Medium Enterprise,11.0,10-12,Software House,91000.0,B2C,80-100K,"Fintech, Telecommunications, Technology",Hybrid,Manager,Yes,Cairo
4/20/2024 9:55:03,Female,Yes,Global,Security/Network Engineer,,A Large Enterprise/Multinational Company,3.0,3-5,Software House,52200.0,B2C,50-60K,Technology,Hybrid,Mid-level,Yes,Cairo
4/20/2024 9:56:07,Male,Yes,Regional,Data Scientist,"Python, R",A Small and Medium Enterprise,1.0,0-1,Software House,15000.0,B2B,15-18K,Constructions,Hybrid,Junior,Yes,Cairo
4/20/2024 9:59:00,Male,Yes,Global,Full-stack Engineer,"JPava, JavaScript, TypeScript",A Large Enterprise/Multinational Company,7.0,5-8,Software House,66800.0,B2B,60-70K,Telecommunications,Hybrid,Senior,Yes,Cairo
4/20/2024 9:59:43,Male,Yes,Global,Systems Architect,,A Large Enterprise/Multinational Company,12.0,12-15,Software House,79200.0,B2B,70-80K,,Hybrid,Principal,Yes,Cairo
4/20/2024 10:03:00,Male,Yes,Global,DevOps / SRE / Platform,Python,A Large Enterprise/Multinational Company,4.0,3-5,Software House,47900.0,B2B & B2C lines,40-50K,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Technology, Production",Hybrid,Senior,No,Cairo
4/20/2024 10:03:10,Male,Yes,Local,Product Manager,,A Start-up,2.0,1-3,Product-based company,22000.0,B2B,21-25K,Fintech,Hybrid,Junior,Yes,Cairo
4/20/2024 10:03:48,Male,Yes,Regional,Engineering Manager,,A Small and Medium Enterprise,13.0,12-15,Software House,103800.0,B2B & B2C lines,100-120K,"Fintech, Healthcare, Insurance, Transportation, Telecommunications, Energy, Technology, Education, Human Resources Services",Office,Manager,Yes,Cairo
4/20/2024 10:09:59,Female,Yes,Global,Engineering Manager,,A Large Enterprise/Multinational Company,15.0,15-20,Product-based company,152800.0,B2B & B2C lines,140-160K,"Telecommunications, Technology",Hybrid,Manager,Yes,Cairo
4/20/2024 10:19:12,Male,Yes,Regional,Backend Engineer,"Python, C/C++, Labview",A Small and Medium Enterprise,2.0,1-3,Software House,16000.0,B2B,15-18K,"Supply Chain, Manufacturing",Hybrid,Junior,Yes,Cairo
4/20/2024 10:22:59,Male,Yes,Regional,Full-stack Engineer,"C#, Python, TypeScript",A Small and Medium Enterprise,4.0,3-5,Product-based company,57480.0,B2B,50-60K,Document Management,Hybrid,Mid-level,Yes,Cairo
4/20/2024 10:33:05,Male,Yes,Global,Security/Network Engineer,,A Large Enterprise/Multinational Company,4.0,3-5,Software House,55000.0,B2C,50-60K,,Hybrid,Senior,Yes,Cairo
4/20/2024 10:36:17,Male,Yes,Regional,Data Analytics,"Python, SQL",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,25000.0,B2C,25-30K,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
4/20/2024 10:37:32,Male,Yes,Regional,Backend Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,3.0,1-3,Product-based company,38320.0,B2C,35-40K,Transportation,Hybrid,Mid-level,No,Cairo
4/20/2024 10:51:56,Male,Yes,Regional,Backend Engineer,"C#, JavaScript, HTML/CSS",A Start-up,2.0,1-3,Software House,25000.0,B2B & B2C lines,25-30K,Events and booking,Hybrid,Senior,Yes,Cairo
4/20/2024 10:53:24,Female,Yes,Regional,AI & Automation Engineer,Python,A Large Enterprise/Multinational Company,4.0,3-5,Software House,45000.0,B2B & B2C lines,40-50K,"Fintech, Technology, Human Resources Services",Hybrid,Mid-level,Yes,Cairo
4/20/2024 11:00:09,Female,Yes,Regional,Backend Engineer,JPava,A Large Enterprise/Multinational Company,0.0,0-1,Software House,16000.0,B2B,15-18K,,Hybrid,Junior,Yes,Cairo
4/20/2024 11:22:36,Male,Yes,Global,Full-stack Engineer,"JavaScript, Ruby, TypeScript",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,92000.0,B2B,80-100K,Manufacturing,Hybrid,Senior,Yes,Cairo
4/20/2024 11:44:40,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,10500.0,B2B,9-12K,"Supply Chain, Technology",Office,Junior,Yes,Cairo
4/20/2024 11:50:51,Female,Yes,Regional,Backend Engineer,"JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,5.0,5-8,Software House,62270.0,B2B & B2C lines,60-70K,,Hybrid,Senior,No,Cairo
4/20/2024 11:59:16,Female,Yes,Global,Backend Engineer,C#,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,31500.0,B2B & B2C lines,30-35K,Technology,Hybrid,Junior,Yes,Cairo
4/20/2024 12:01:22,Male,Yes,Local,Data Analytics,Python,A Large Enterprise/Multinational Company,13.0,12-15,Software House,80000.0,B2B,80-100K,"Telecommunications, Technology",Office,Manager,Yes,Cairo
4/20/2024 12:01:56,Male,Yes,Global,Backend Engineer,"Python, Go, Rust, Vlang",A Start-up,2.0,1-3,Product-based company,41673.0,B2B & B2C lines,40-50K,Technology,Remote/Egypt,Mid-level,No,Cairo
4/20/2024 12:04:54,Male,Yes,Regional,Backend Engineer,,A Small and Medium Enterprise,3.0,3-5,Product-based company,35000.0,B2B & B2C lines,35-40K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/20/2024 12:18:41,Female,Yes,Global,DevOps / SRE / Platform,"C#, Python, HTML/CSS",A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,25000.0,B2B & B2C lines,25-30K,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
4/20/2024 12:27:51,Male,Yes,Global,DevOps / SRE / Platform,Python,A Large Enterprise/Multinational Company,3.0,1-3,Product-based company,39500.0,B2B,35-40K,"Telecommunications, Technology",Hybrid,Mid-level,Yes,Cairo
4/20/2024 12:31:09,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS, Low code",A Small and Medium Enterprise,3.0,3-5,Software House,26345.0,B2C,25-30K,Technology,Remote/Egypt,Mid-level,No,Cairo
4/20/2024 12:55:00,Male,No,Regional,"Executive (C-level, director, etc.)",,A Small and Medium Enterprise,8.0,8-10,Software House,20000.0,B2B & B2C lines,18-21K,,Office,Manager,Yes,Cairo
4/20/2024 13:01:46,Male,No,Regional,Backend Engineer,"PHP, JavaScript, Python, TypeScript",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,79035.0,B2B & B2C lines,70-80K,Travel and Tourism,Hybrid,Mid-level,No,Alexandria
4/20/2024 13:04:52,Male,No,Regional,DevOps / SRE / Platform,Ruby,A Start-up,3.0,1-3,Product-based company,93405.0,B2B,80-100K,Fintech,Hybrid,Mid-level,No,Cairo
4/20/2024 13:15:31,Male,Yes,Global,Full-stack Engineer,JPava,A Small and Medium Enterprise,0.0,0-1,Software House,8000.0,B2B & B2C lines,6-9K,Technology,Hybrid,Junior,Yes,Cairo
4/20/2024 13:48:39,Male,No,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,2.0,1-3,Product-based company,14000.0,B2B,12-15K,Technology,Office,Junior,Yes,Cairo
4/20/2024 14:20:45,Male,Yes,Global,Embedded Systems Engineer,C/C++,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,31000.0,B2B & B2C lines,30-35K,Automotive,Office,Mid-level,Yes,Cairo
4/20/2024 14:27:31,Female,No,Local,Product Manager,,A Large Enterprise/Multinational Company,6.0,5-8,Product-based company,32000.0,B2B & B2C lines,30-35K,Financial,Hybrid,Senior,Yes,Cairo
4/20/2024 14:43:30,Male,No,Local,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,28500.0,B2C,25-30K,Fintech,Hybrid,Mid-level,Yes,Cairo
4/20/2024 14:54:47,Female,Yes,Global,Backend Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,6.0,5-8,Software House,110170.0,B2B,100-120K,Translation,Remote/Egypt,Senior,No,Cairo
4/20/2024 14:55:32,Male,Yes,Local,Security/Network Engineer,,A Small and Medium Enterprise,2.0,1-3,Product-based company,11500.0,B2B,9-12K,Security Systems,Office,Team Lead,Yes,Cairo
4/20/2024 15:05:02,Female,Yes,Global,Data Scientist,Python,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,38000.0,B2B & B2C lines,35-40K,Fintech,Office,Mid-level,Yes,Cairo
4/20/2024 15:54:15,Male,Yes,Global,Full-stack Engineer,"JPava, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,26000.0,B2B & B2C lines,25-30K,"Delivery, Telecommunications",Hybrid,Junior,Yes,Cairo
4/20/2024 16:04:42,Female,Yes,Regional,Mobile Development Engineer,Swift,A Small and Medium Enterprise,4.0,3-5,Software House,21500.0,B2B & B2C lines,21-25K,"Healthcare, Automotive, Delivery, Energy, Education",Office,Mid-level,Yes,Cairo
4/20/2024 16:32:27,Male,Yes,Regional,Data Engineer,JPava,A Small and Medium Enterprise,1.0,1-3,Software House,18000.0,B2B & B2C lines,18-21K,Banking Sector,Office,Junior,Yes,Alexandria
4/2/2024 16:22:58,Male,No,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,0.0,0-1,Product-based company,5000.0,B2B & B2C lines,3-6K,Marketing,Office,Junior,Yes,Cairo
4/2/2024 16:23:40,Female,Yes,Global,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,25000.0,B2B & B2C lines,25-30K,"Telecommunications, Technology",Hybrid,Mid-level,Yes,Cairo
4/2/2024 16:32:42,Male,Yes,,Mobile Development Engineer,Swift,A Small and Medium Enterprise,3.0,1-3,Product-based company,25000.0,B2B,25-30K,"Healthcare, Delivery, Supply Chain",Remote/Egypt,Mid-level,Yes,No site in Egypt
4/2/2024 16:37:19,Male,Yes,,Backend Engineer,C#,A Start-up,3.0,3-5,Product-based company,60295.0,B2B,60-70K,Transportation,Remote/Egypt,Mid-level,No,Cairo
4/2/2024 16:38:28,Male,No,Regional,DevOps / SRE / Platform,"JPava, JavaScript, Python, Go",A Large Enterprise/Multinational Company,7.0,5-8,Software House,98195.0,B2B & B2C lines,80-100K,"Telecommunications, Technology",Hybrid,Senior,No,Cairo
4/2/2024 16:38:36,Male,No,,Full-stack Engineer,"PHP, Python, Go",A Small and Medium Enterprise,1.0,1-3,Product-based company,22000.0,B2C,21-25K,Ads,Remote/Egypt,Junior,Yes,Cairo
4/2/2024 16:43:18,Male,Yes,,Backend Engineer,"JavaScript, Python",A Start-up,6.0,5-8,Product-based company,143700.0,B2B,140-160K,food and beverage,Hybrid,Team Lead,No,Cairo
4/2/2024 16:43:37,Male,No,,Full-stack Engineer,"PHP, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,9000.0,B2C,9-12K,"Healthcare, Telecommunications",Office,Junior,Yes,Cairo
